A0A0A7EPL0	AT1G08910.1
Q9SUW0	AT4G22590.1
Q9SUW1	AT4G22580.1
Q9SUW2	AT4G22570.1
Q9SUW3	AT4G22560.1
Q9SUW4	AT4G22550.1
Q9SUW6	AT4G22530.2
Q9SUW7	AT4G22520.1
Q9SUX0	AT4G22490.1
Q9SUX3	AT4G22460.1
Q9SUX5	AT4G22440.1
Q9SUX7	AT4G22350.4
Q9SUX9	AT4G22400.1
Q9SUY0	AT4G22390.1
Q9SUY2	AT3G52230.1
Q9SUY9	AT3G52160.1
Q9SUZ4	AT3G52110.1
Q9SUZ7	AT3G52070.1
Q9SUZ8	AT3G52060.1
Q9SV00	AT3G52040.1
Q9SV01	AT3G52030.1
Q9SV02	AT3G52020.1
Q9SV04	AT3G52000.1
Q9SV05	AT3G51990.1
Q9SV06	AT3G51980.1
Q9SV07	AT3G51970.1
Q9SV09	AT3G51950.4
Q9SV11	AT3G51930.1
Q9SV12	AT3G51910.1
Q9SV13	AT3G51895.1
Q9SV14	AT4G31560.1
Q9SV15	AT4G31550.1
Q9SV19	AT4G31510.1
Q9SV20	AT4G31490.3
Q9SV21	AT4G31480.9
Q9SV22	AT4G31470.1
Q9SV25	AT4G31440.1
Q9SV26	AT4G01030.1
Q9SV28	AT4G01000.2
Q9SV30	AT3G54810.2
Q9SV31	AT3G54820.1
Q9SV36	AT3G54870.2
Q9SV37	AT3G54880.1
Q9SV41	AT3G54930.2
Q9SV43	AT3G54950.1
Q9SV46	AT3G54980.2
Q9SV53	AT4G28930.1
Q9SV54	AT4G28920.1
Q9SV55	AT4G28910.3
Q9SV60	AT4G13090.1
Q9SV61	AT4G13080.1
Q9SV63	AT4G13060.1
Q9SV64	AT4G13050.1
Q9SV68	AT4G13010.1
Q9SV69	AT4G13000.1
Q9SV70	AT4G12990.6
Q9SV71	AT4G12980.1
Q9SV72	AT4G12970.1
Q9SV73	AT4G12960.1
Q9SV74	AT4G12950.1
Q9SV75	AT4G12940.1
Q9SV76	AT4G12930.1
Q9SV77	AT4G12920.1
Q9SV79	AT4G12900.1
Q9SV81	AT4G10410.1
Q9SV82	AT4G10400.3
Q9SV83	AT4G10390.1
Q9SV84	AT4G10380.1
Q9SV87	AT4G10350.1
Q9SV88	AT4G10330.1
Q9SV91	AT4G10300.1
Q9SV93	AT4G10280.1
Q9SV96	AT4G39620.1
Q9SV97	AT4G39610.1
Q9SV98	AT4G39600.2
Q9SVA0	AT4G39580.1
Q9SVA1	AT4G39570.1
Q9SVA3	AT4G39550.1
Q9SVA5	AT4G39530.1
Q9SVA6	AT4G39520.1
Q9SVA7	AT4G39510.1
Q9SVB7	AT4G39410.1
Q9SVC2	AT3G52400.1
Q9SVC4	AT3G52420.1
Q9SVC5	AT3G52440.2
Q9SVC6	AT3G52450.1
Q9SVC7	AT3G52460.1
Q9SVC8	AT3G52470.1
Q9SVC9	AT3G52480.1
Q9SVD0	AT3G52490.1
Q9SVD1	AT3G52500.1
Q9SVD3	AT3G52520.1
Q9SVD4	AT3G52530.1
Q9SVD5	AT3G52540.1
Q9SVD6	AT3G52550.1
Q9SVD7	AT3G52560.1
Q9SVE5	AT4G38400.1
Q9SVE6	AT4G38390.1
Q9SVE7	AT4G38380.2
Q9SVF1	AT4G38340.1
Q9SVF2	AT4G38330.5
Q9SVF3	AT4G38320.1
Q9SVF4	AT4G38310.1
Q9SVF5	AT4G38300.1
Q9SVG0	AT4G38250.1
Q9SVG3	AT4G20840.1
Q9SVG4	AT4G20830.1
Q9SVG5	AT4G20820.1
Q9SVG6	AT4G20810.1
Q9SVG7	AT4G20800.1
Q9SVG8	AT4G20790.1
Q9SVG9	AT4G20780.1
Q9SVH0	AT4G20770.1
Q9SVH3	AT4G20740.1
Q9SVH7	AT4G20700.1
Q9SVH8	AT4G20690.1
Q9SVH9	AT4G20680.1
Q9SVI0	AT4G20670.1
Q9SVI9	AT4G39040.1
Q9SVJ1	AT4G39020.1
Q9SVJ4	AT4G38990.2
Q9SVJ5	AT4G38980.1
Q9SVJ9	AT4G38940.1
Q9SVK0	AT4G38930.3
Q9SVK9	AT3G50900.1
Q9SVL0	AT3G50890.1
Q9SVL1	AT3G50880.1
Q9SVL4	AT3G50850.1
Q9SVL6	AT3G50830.1
Q9SVL8	AT3G50800.1
Q9SVL9	AT3G50790.2
Q9SVM0	AT3G50780.2
Q9SVM3	AT4G13920.1
Q9SVM4	AT4G13890.1
Q9SVM8	AT4G13850.1
Q9SVM9	AT4G13840.1
Q9SVN2	AT4G13810.3
Q9SVN4	AT4G13790.1
Q9SVN5	AT4G13780.1
Q9SVN9	AT4G13730.1
Q9SVP4	AT4G13680.1
Q9SVP6	AT4G13660.2
Q9SVP7	AT4G13650.1
Q9SVQ0	AT4G13620.1
Q9SVQ1	AT4G13260.1
Q9SVQ3	AT4G13240.1
Q9SVQ6	AT4G13210.2
Q9SVQ9	AT4G13180.1
Q9SVR0	AT4G13170.1
Q9SVR1	AT4G13160.1
Q9SVR4	AT4G13130.1
Q9SVR9	AT4G21780.3
Q9SVS0	AT4G21770.1
Q9SVS1	AT4G21760.1
Q9SVS3	AT4G21740.1
Q9SVS5	AT4G21720.1
Q9SVS7	AT4G21700.1
Q9SVS8	AT4G21690.1
Q9SVT4	AT4G21630.1
Q9SVT5	AT4G21620.1
Q9SVT8	AT4G28700.1
Q9SVU0	AT4G28720.1
Q9SVU4	AT4G28770.2
Q9SVU5	AT4G28780.1
Q9SVU6	AT4G28790.1
Q9SVU7	AT4G28800.1
Q9SVV2	AT4G28850.1
Q9SVV4	AT4G28870.1
Q9SVV6	AT4G18160.1
Q9SVV9	AT1G29400.3
Q9SVW0	AT4G18110.1
Q9SVW2	AT4G18090.1
Q9SVW3	AT4G18080.1
Q9SVW7	AT4G35490.2
Q9SVW8	AT4G35470.1
Q9SVX4	AT3G57590.1
Q9SVX5	AT3G57600.1
Q9SVX6	AT3G57620.1
Q9SVY0	AT3G57660.1
Q9SVY1	AT3G57670.1
Q9SVY4	AT3G57700.1
Q9SVY5	AT3G57710.1
Q9SVY6	AT3G57720.1
Q9SVZ0	AT3G57760.4
Q9SVZ6	AT4G25890.1
Q9SVZ8	AT4G25870.1
Q9SVZ9	AT4G25860.1
Q9SW00	AT4G25850.1
Q9SW04	AT4G25790.1
Q9SW05	AT4G25780.1
Q9SW07	AT4G25760.1
Q9SW08	AT4G25750.1
Q9SW09	AT4G25740.1
Q9SW11	AT4G25160.1
Q9SW12	AT4G25150.1
Q9SW17	AT4G25090.1
Q9SW18	AT4G25080.5
Q9SW21	AT4G25050.1
Q9SW23	AT4G25030.2
Q9SW24	AT4G25020.1
Q9SW25	AT4G25010.1
Q9SW27	AT4G24990.2
Q9SW31	AT4G24950.1
Q9SW33	AT4G24930.1
Q9SW35	AT4G24910.1
Q9SW40	AT4G34950.1
Q9SW41	AT4G34940.1
Q9SW42	AT4G34930.1
Q9SW43	AT4G34920.1
Q9SW44	AT4G34910.1
Q9SW48	AT4G34860.3
Q9SW54	AT4G34800.1
Q9SW55	AT4G34790.1
Q9SW56	AT4G34780.1
Q9SW57	AT4G34770.1
Q9SW60	AT4G08450.1
Q9SW62	AT4G08430.1
Q9SW63	AT4G36900.1
Q9SW65	AT4G37230.1
Q9SW67	AT4G37310.1
Q9SW80	AT4G36870.2
Q9SW95	AT3G07420.1
Q9SW96	AT5G56680.1
Q9SW97	AT2G32390.5
Q9SWA6	AT4G18470.1
Q9SWE5	AT3G18030.1
Q9SWG0	AT3G45300.1
Q9SWG3	AT4G15090.5
Q9SWH4	AT4G02195.1
Q9SWH5	AT2G03220.1
Q9SWI1	AT2G02950.1
Q9SWS1	AT5G38630.1
Q9SWW6	AT5G17420.1
Q9SWX9	AT1G51780.1
Q9SX20	AT1G68570.1
Q9SX22	AT1G68590.1
Q9SX24	AT1G68610.1
Q9SX25	AT1G68620.1
Q9SX26	AT1G68630.1
Q9SX27	AT1G68640.1
Q9SX28	AT1G68650.1
Q9SX29	AT1G68660.1
Q9SX31	AT1G68690.3
Q9SX32	AT1G68700.1
Q9SX33	AT1G68710.2
Q9SX38	AT1G50180.1
Q9SX41	AT1G50220.1
Q9SX45	AT1G50270.1
Q9SX48	AT1G50310.1
Q9SX52	AT1G50370.1
Q9SX54	AT1G06030.1
Q9SX55	AT1G50400.1
Q9SX57	AT1G48220.1
Q9SX62	AT1G48280.1
Q9SX65	AT1G48320.1
Q9SX67	AT1G48330.1
Q9SX68	AT1G48350.1
Q9SX73	AT1G48405.1
Q9SX76	AT1G47410.2
Q9SX77	AT1G47420.1
Q9SX78	AT1G47480.1
Q9SX79	AT1G47490.1
Q9SX80	AT1G47500.1
Q9SX83	AT1G47530.1
Q9SX85	AT1G47550.1
Q9SX86	AT1G47560.1
Q9SX90	AT1G47603.1
Q9SX93	AT1G47603.1
Q9SX94	AT1G47610.1
Q9SX95	AT1G47620.1
Q9SX96	AT1G47640.1
Q9SX97	AT1G47655.1
Q9SX98	AT1G47670.1
Q9SX99	AT1G47720.1
Q9SXA0	AT1G47730.1
Q9SXA1	AT1G49340.2
Q9SXA5	AT1G11180.1
Q9SXA6	AT1G11190.1
Q9SXA7	AT1G11210.1
Q9SXA8	AT1G11220.2
Q9SXA9	AT1G11230.2
Q9SXB0	AT1G11250.1
Q9SXB3	AT1G11280.1
Q9SXB4	AT1G11300.1
Q9SXB5	AT1G11303.1
Q9SXB6	AT1G11310.1
Q9SXB7	AT1G11320.1
Q9SXB8	AT1G11330.2
Q9SXC0	AT1G59960.1
Q9SXC1	AT1G59930.1
Q9SXC4	AT1G27600.2
Q9SXC7	AT1G27540.3
Q9SXC8	AT1G27530.1
Q9SXC9	AT1G27520.1
Q9SXD1	AT1G62670.2
Q9SXD5	AT1G62620.1
Q9SXD8	AT1G62590.2
Q9SXD9	AT1G62580.2
Q9SXE1	AT1G62560.1
Q9SXE5	AT1G62520.1
Q9SXE6	AT1G62510.1
Q9SXE7	AT1G62500.1
Q9SXE8	AT1G62490.1
Q9SXE9	AT1G62480.1
Q9SXH3	AT5G13830.1
Q9SXJ6	AT1G66670.1
Q9SXJ7	AT3G48870.4
Q9SXL4	AT2G17820.1
Q9SXP7	AT1G04640.2
Q9SXS2	AT1G23090.1
Q9SXS7	AT5G28020.6
Q9SXY0	AT1G65470.1
Q9SXY1	AT5G64630.2
Q9SXZ2	AT1G65480.2
Q9SY00	AT4G02730.1
Q9SY02	AT4G02750.1
Q9SY03	AT4G02760.2
Q9SY05	AT4G02800.1
Q9SY06	AT4G02810.1
Q9SY07	AT4G02820.1
Q9SY08	AT4G02830.1
Q9SY09	AT4G02840.1
Q9SY12	AT4G02870.1
Q9SY14	AT4G02900.1
Q9SY17	AT1G30780.1
Q9SY20	AT1G30790.1
Q9SY21	AT1G30795.1
Q9SY22	AT1G30800.1
Q9SY29	AT1G30840.2
Q9SY31	AT1G30850.1
Q9SY33	AT1G30870.1
Q9SY35	AT4G03570.1
Q9SY36	AT4G03580.1
Q9SY37	AT4G03590.1
Q9SY38	AT4G03600.1
Q9SY41	AT4G03630.1
Q9SY52	AT4G03740.1
Q9SY55	AT1G10130.1
Q9SY56	AT1G10140.1
Q9SY57	AT1G10150.1
Q9SY59	AT1G10170.3
Q9SY60	AT1G10180.1
Q9SY65	AT1G10230.1
Q9SY66	AT1G10240.2
Q9SY67	AT1G10250.1
Q9SY69	AT1G10270.1
Q9SY70	AT1G10280.1
Q9SY73	AT1G10310.1
Q9SY74	AT1G10320.1
Q9SY75	AT1G10330.1
Q9SY76	AT1G10340.1
Q9SY77	AT1G10350.1
Q9SY84	AT1G10400.1
Q9SY88	AT1G61620.1
Q9SY89	AT1G61610.1
Q9SY90	AT1G61600.1
Q9SY91	AT1G61590.1
Q9SY95	AT1G61550.1
Q9SY96	AT1G61540.1
Q9SY97	AT1G61520.3
Q9SYA0	AT1G61500.3
Q9SYA6	AT1G61700.1
Q9SYA7	AT1G61710.1
Q9SYA9	AT1G61730.1
Q9SYB0	AT1G61740.1
Q9SYB1	AT1G61750.1
Q9SYB2	AT1G61760.1
Q9SYB4	AT1G61780.1
Q9SYB5	AT1G61790.2
Q9SYB8	AT1G51160.3
Q9SYB9	AT1G51170.1
Q9SYC4	AT1G51210.1
Q9SYC6	AT1G51240.1
Q9SYC7	AT1G51250.1
Q9SYC8	AT1G51260.1
Q9SYC9	AT1G51270.1
Q9SYD0	AT1G51290.1
Q9SYD4	AT1G51320.1
Q9SYD6	AT1G51340.5
Q9SYD8	AT1G51360.1
Q9SYE2	AT1G51400.1
Q9SYE4	AT4G08140.1
Q9SYE9	AT1G53930.1
Q9SYF0	AT1G53940.2
Q9SYF1	AT1G53945.1
Q9SYF2	AT1G53950.1
Q9SYF3	AT1G53970.2
Q9SYF4	AT1G53980.1
Q9SYF5	AT1G53990.1
Q9SYG1	AT1G54050.2
Q9SYG2	AT1G54060.1
Q9SYG4	AT1G54080.1
Q9SYG5	AT1G54090.1
Q9SYG7	AT1G54100.2
Q9SYG9	AT1G54115.1
Q9SYH0	AT1G54120.1
Q9SYH1	AT1G54130.1
Q9SYH2	AT1G54140.1
Q9SYH3	AT1G54150.1
Q9SYH4	AT1G54160.1
Q9SYH9	AT4G01790.1
Q9SYI0	AT4G01800.3
Q9SYI2	AT4G01820.1
Q9SYI3	AT4G01830.1
Q9SYI8	AT4G01910.1
Q9SYI9	AT4G01920.1
Q9SYJ0	AT4G01930.1
Q9SYJ2	AT4G01950.2
Q9SYJ3	AT4G01960.2
Q9SYJ4	AT4G01970.1
Q9SYJ8	AT1G05577.1
Q9SYK0	AT1G05590.3
Q9SYK1	AT1G05600.3
Q9SYK4	AT1G05630.2
Q9SYK5	AT1G05640.1
Q9SYK6	AT1G05650.1
Q9SYK7	AT1G05660.1
Q9SYK9	AT1G05680.1
Q9SYL0	AT1G05690.1
Q9SYL6	AT1G78660.3
Q9SYL7	AT1G78650.1
Q9SYL8	AT1G78640.1
Q9SYL9	AT1G78630.1
Q9SYM0	AT1G78620.1
Q9SYM1	AT1G78610.1
Q9SYM2	AT1G78600.1
Q9SYM4	AT1G78580.4
Q9SYM5	AT1G78570.1
Q9SYM7	AT1G78550.1
Q9SYM9	AT1G78530.1
Q9SYN1	AT1G78500.2
Q9SYN4	AT1G78470.1
Q9SYN5	AT1G78460.1
Q9SYN6	AT1G78450.1
Q9SYP1	AT1G20960.2
Q9SYP2	AT1G20950.1
Q9SYP3	AT1G20940.1
Q9SYQ0	AT1G20870.2
Q9SYQ1	AT1G20860.2
Q9SYQ8	AT1G75820.1
Q9SYS3	AT4G04570.1
Q9SYS6	AT4G25470.1
Q9SYS7	AT4G04540.1
Q9SYT0	AT1G35720.1
Q9SYU4	AT2G26350.1
Q9SYW8	AT3G61470.1
Q9SYX1	AT4G17600.1
Q9SYX2	AT2G46340.2
Q9SYX7	AT5G62490.1
Q9SYY4	AT4G36830.1
Q9SYY5	AT4G36560.1
Q9SYZ0	AT4G34250.1
Q9SYZ4	AT4G34290.1
Q9SYZ5	AT4G34300.1
Q9SYZ7	AT4G34320.2
Q9SYZ8	AT4G34330.1
Q9SYZ9	AT4G34340.1
Q9SZ03	AT4G34380.1
Q9SZ05	AT4G34400.2
Q9SZ06	AT4G34410.1
Q9SZ10	AT4G26680.2
Q9SZ11	AT4G26690.1
Q9SZ13	AT4G26710.2
Q9SZ14	AT4G26730.1
Q9SZ15	AT4G26750.1
Q9SZ20	AT4G26800.2
Q9SZ21	AT4G26810.2
Q9SZ22	AT4G26820.1
Q9SZ28	AT4G26880.1
Q9SZ30	AT4G26900.1
Q9SZ34	AT4G26950.2
Q9SZ41	AT4G27020.1
Q9SZ42	AT4G27030.1
Q9SZ44	AT4G27050.5
Q9SZ45	AT4G32060.1
Q9SZ46	AT4G31940.1
Q9SZ50	AT4G31830.1
Q9SZ51	AT4G31840.1
Q9SZ52	AT4G31850.1
Q9SZ53	AT4G31860.1
Q9SZ54	AT4G31870.1
Q9SZ56	AT4G31890.3
Q9SZ58	AT4G31910.1
Q9SZ59	AT4G11940.1
Q9SZ60	AT4G11950.1
Q9SZ63	AT4G11980.1
Q9SZ65	AT4G12000.3
Q9SZ66	AT4G12010.1
Q9SZ67	AT4G12020.2
Q9SZ69	AT4G12040.2
Q9SZ70	AT4G12050.1
Q9SZ74	AT4G12090.1
Q9SZ75	AT4G12100.1
Q9SZ77	AT4G12120.1
Q9SZ79	AT4G12140.1
Q9SZ80	AT4G12150.1
Q9SZ82	AT4G09660.1
Q9SZ83	AT4G09670.1
Q9SZ85	AT4G09690.1
Q9SZ90	AT4G09740.1
Q9SZ91	AT4G09750.1
Q9SZ92	AT4G09760.2
Q9SZ95	AT3G16740.1
Q9SZ96	AT4G09810.1
Q9SZ98	AT4G09830.1
Q9SZ99	AT4G09840.2
Q9SZA1	AT4G09860.1
Q9SZA2	AT4G09870.1
Q9SZA3	AT4G33250.1
Q9SZA4	AT4G33270.1
Q9SZA6	AT4G33290.1
Q9SZA7	AT4G33300.2
Q9SZA8	AT4G33310.1
Q9SZA9	AT4G33320.1
Q9SZB2	AT4G33350.1
Q9SZB4	AT4G33370.1
Q9SZB6	AT4G33390.1
Q9SZB7	AT4G33400.1
Q9SZB9	AT4G33420.2
Q9SZC2	AT4G33450.1
Q9SZC9	AT4G33520.2
Q9SZD1	AT4G29000.1
Q9SZD2	AT4G29020.1
Q9SZD3	AT4G29030.1
Q9SZD4	AT4G29040.1
Q9SZD5	AT4G29050.1
Q9SZD6	AT4G29060.1
Q9SZD8	AT4G29090.1
Q9SZE0	AT4G29110.1
Q9SZE1	AT4G29120.1
Q9SZE2	AT4G29140.1
Q9SZE4	AT4G29160.3
Q9SZE7	AT4G37530.1
Q9SZE8	AT4G37540.1
Q9SZF3	AT4G37608.2
Q9SZF7	AT4G37650.1
Q9SZF8	AT4G37660.1
Q9SZG0	AT4G37680.4
Q9SZG1	AT4G37690.1
Q9SZG2	AT4G37700.1
Q9SZG3	AT4G37710.2
Q9SZG4	AT4G37720.1
Q9SZH0	AT4G25950.1
Q9SZH2	AT4G25980.1
Q9SZH4	AT4G26000.1
Q9SZH7	AT4G26030.1
Q9SZH8	AT4G26040.1
Q9SZI0	AT4G26060.1
Q9SZI2	AT4G26110.1
Q9SZI3	AT4G26120.2
Q9SZI4	AT4G26130.1
Q9SZI6	AT4G26150.1
Q9SZJ2	AT4G37900.2
Q9SZJ5	AT4G37930.1
Q9SZJ6	AT4G37940.1
Q9SZK1	AT4G38010.1
Q9SZK4	AT4G38040.1
Q9SZK8	AT4G38080.1
Q9SZL4	AT4G38140.1
Q9SZL5	AT4G38150.3
Q9SZL6	AT4G38160.4
Q9SZL7	AT4G38170.1
Q9SZL8	AT4G38180.1
Q9SZL9	AT4G38190.1
Q9SZM1	AT4G38210.1
Q9SZM3	AT4G38230.2
Q9SZN1	AT4G38510.5
Q9SZN7	AT4G38580.2
Q9SZP1	AT4G38620.1
Q9SZP6	AT4G38690.1
Q9SZP8	AT4G38710.1
Q9SZQ2	AT4G29790.1
Q9SZQ5	AT4G29830.1
Q9SZQ6	AT4G29850.1
Q9SZQ8	AT4G29870.1
Q9SZR0	AT4G29890.1
Q9SZR1	AT4G29900.2
Q9SZR3	AT4G29920.1
Q9SZR5	AT4G29950.1
Q9SZR6	AT4G29960.1
Q9SZR7	AT4G29970.1
Q9SZR9	AT4G27420.1
Q9SZT0	AT4G35820.1
Q9SZT4	AT4G35870.1
Q9SZT6	AT4G37360.1
Q9SZT7	AT4G37370.1
Q9SZT8	AT4G37380.1
Q9SZT9	AT4G37390.1
Q9SZU1	AT4G37410.1
Q9SZU2	AT4G37420.1
Q9SZU4	AT4G37440.1
Q9SZU7	AT4G37470.1
Q9SZU9	AT4G37500.1
Q9SZV0	AT4G37510.1
Q9SZV1	AT4G29980.1
Q9SZV2	AT4G29990.1
Q9SZV3	AT4G30000.1
Q9SZV4	AT4G30010.1
Q9SZV5	AT4G30020.4
Q9SZV6	AT4G30030.1
Q9SZV7	AT4G30040.1
Q9SZW3	AT4G30100.2
Q9SZW4	AT4G30110.2
Q9SZW6	AT4G30130.3
Q9SZW7	AT4G30140.1
Q9SZX3	AT4G24830.1
Q9SZX8	AT4G10440.1
Q9SZX9	AT4G10450.1
Q9SZY1	AT4G10480.1
Q9SZY2	AT4G10510.3
Q9SZY3	AT4G10540.1
Q9SZY4	AT2G26690.1
Q9SZY5	AT4G08685.1
Q9SZY7	AT4G32530.1
Q9SZY8	AT4G32540.1
Q9SZZ4	AT4G25660.1
Q9SZZ6	AT4G25680.1
Q9SZZ7	AT4G25690.2
Q9SZZ8	AT4G25700.1
Q9SZZ9	AT4G25710.1
Q9T002	AT4G35150.1
Q9T003	AT4G35160.1
Q9T007	AT4G35200.1
Q9T008	AT4G35210.1
Q9T009	AT4G11030.1
Q9T010	AT4G11040.1
Q9T012	AT4G11080.1
Q9T014	AT4G11110.1
Q9T017	AT4G11190.1
Q9T019	AT4G11210.1
Q9T020	AT4G39110.1
Q9T022	AT4G39130.1
Q9T023	AT4G39140.5
Q9T024	AT4G39150.3
Q9T028	AT4G39190.1
Q9T029	AT4G39200.1
Q9T030	AT4G39230.1
Q9T031	AT4G39240.1
Q9T033	AT4G39270.1
Q9T034	AT4G39280.2
Q9T035	AT4G39290.1
Q9T036	AT4G39300.1
Q9T038	AT4G39320.1
Q9T039	AT4G39340.1
Q9T041	AT4G27060.1
Q9T042	AT4G27080.1
Q9T043	AT4G27090.1
Q9T045	AT4G27110.1
Q9T048	AT4G27190.1
Q9T050	AT4G11810.1
Q9T051	AT4G11830.2
Q9T052	AT4G11840.1
Q9T053	AT4G11850.1
Q9T055	AT4G11870.1
Q9T058	AT4G11900.1
Q9T061	AT4G11930.1
Q9T062	AT4G37730.1
Q9T065	AT4G37770.1
Q9T068	AT4G37810.1
Q9T069	AT4G37820.2
Q9T070	AT4G37830.1
Q9T071	AT4G37840.1
Q9T072	AT4G37850.2
Q9T073	AT4G37860.1
Q9T074	AT4G37870.1
Q9T075	AT4G37880.1
Q9T076	AT4G27520.1
Q9T077	AT4G27530.1
Q9T079	AT4G27550.1
Q9T080	AT4G27560.1
Q9T081	AT4G27570.1
Q9T090	AT4G27680.1
Q9T091	AT4G27690.1
Q9T093	AT4G27710.1
Q9T095	AT4G27730.1
Q9T096	AT4G27745.4
Q9T0A0	AT4G23850.1
Q9T0A2	AT4G23870.1
Q9T0A3	AT4G23880.1
Q9T0A4	AT4G23890.1
Q9T0A6	AT4G23910.2
Q9T0A7	AT4G23920.1
Q9T0A8	AT4G23930.1
Q9T0B0	AT4G23960.1
Q9T0B1	AT4G23970.1
Q9T0B9	AT4G10600.2
Q9T0C3	AT4G10660.1
Q9T0C6	AT4G11580.1
Q9T0C7	AT4G11590.1
Q9T0D0	AT4G11630.1
Q9T0D3	AT4G11660.1
Q9T0D6	AT4G11690.1
Q9T0D7	AT4G11700.1
Q9T0E0	AT4G11730.1
Q9T0E2	AT4G11750.1
Q9T0E3	AT4G11760.1
Q9T0E4	AT4G11770.1
Q9T0E5	AT4G11780.1
Q9T0E8	AT4G09890.1
Q9T0F1	AT4G09920.5
Q9T0F2	AT4G09930.1
Q9T0F3	AT4G09940.1
Q9T0F4	AT4G09950.1
Q9T0F7	AT4G09990.1
Q9T0F9	AT4G10010.2
Q9T0G0	AT4G10020.1
Q9T0G1	AT4G10030.1
Q9T0G2	AT4G10040.1
Q9T0G7	AT4G13460.2
Q9T0G9	AT4G13480.1
Q9T0H0	AT4G13490.1
Q9T0H1	AT4G13500.1
Q9T0H2	AT4G13520.2
Q9T0H4	AT4G13540.1
Q9T0H6	AT4G13560.2
Q9T0H7	AT4G13570.1
Q9T0H8	AT4G13580.1
Q9T0H9	AT4G13590.1
Q9T0I1	AT4G13610.1
Q9T0I5	AT4G38770.1
Q9T0I6	AT4G38780.1
Q9T0I8	AT4G38800.1
Q9T0I9	AT4G38810.2
Q9T0J0	AT4G38820.1
Q9T0J1	AT4G38830.1
Q9T0J2	AT4G38840.1
Q9T0J3	AT4G38860.1
Q9T0J4	AT4G38870.1
Q9T0J5	AT4G38880.1
Q9T0J6	AT4G38890.1
Q9T0J9	AT4G13280.2
Q9T0K0	AT4G13290.1
Q9T0K1	AT4G13300.1
Q9T0K2	AT4G13310.1
Q9T0K3	AT4G13320.1
Q9T0K4	AT4G13330.4
Q9T0K5	AT4G13340.1
Q9T0K7	AT4G13360.1
Q9T0K8	AT4G13370.1
Q9T0K9	AT4G13380.1
Q9T0L0	AT4G13390.1
Q9T0L2	AT4G13410.1
Q9T0L6	AT4G13450.1
Q9T0P4	AT2G41220.1
Q9T6H8	ATMG00830.1
Q9XE46	AT2G07640.1
Q9XE58	AT1G07530.1
Q9XE98	AT4G04370.1
Q9XEA0	AT4G04350.1
Q9XEA1	AT4G04340.3
Q9XEB2	AT4G04580.1
Q9XEB5	AT4G04620.3
Q9XEC1	AT3G30200.1
Q9XEC3	AT4G04450.1
Q9XEC4	AT4G04460.1
Q9XEC5	AT4G04480.1
Q9XEC6	AT4G04490.1
Q9XEC7	AT4G04500.1
Q9XEC8	AT4G04510.2
Q9XED8	AT4G23980.1
Q9XEE2	AT5G65020.1
Q9XEE4	AT2G40120.1
Q9XEE6	AT2G40140.2
Q9XEE8	AT2G40180.1
Q9XEE9	AT2G40190.1
Q9XEF0	AT2G40200.1
Q9XEF1	AT2G40210.1
Q9XEF2	AT2G40230.1
Q9XER9	AT5G23150.3
Q9XES1	AT1G07670.2
Q9XEX2	AT1G65980.1
Q9XEX4	AT4G29570.1
Q9XF04	AT2G27250.3
Q9XF19	AT5G44110.1
Q9XF43	AT1G68530.1
Q9XF50	AT4G02075.1
Q9XF57	AT1G29260.1
Q9XF63	AT1G72310.1
Q9XF67	AT5G04510.1
Q9XF87	AT3G27690.2
Q9XF88	AT3G08940.2
Q9XF89	AT4G10340.1
Q9XF91	AT1G44575.3
Q9XF92	AT3G61460.1
Q9XFB0	AT1G08465.1
Q9XFB1	AT4G00180.1
Q9XFD1	AT5G44200.2
Q9XFH4	AT5G66750.1
Q9XFH8	AT3G02730.1
Q9XFH9	AT5G16400.1
Q9XFI1	AT5G61440.1
Q9XFK7	AT1G18100.1
Q9XFM0	AT5G25890.1
Q9XFM6	AT5G52240.1
Q9XFR0	AT5G46360.1
Q9XFR5	AT1G09140.1
Q9XFR9	AT1G30040.1
Q9XFS7	AT3G51600.1
Q9XFS9	AT5G62790.1
Q9XFT3	AT4G21280.2
Q9XGM1	AT3G58730.1
Q9XGM2	AT5G54260.1
Q9XGM3	AT5G45250.1
Q9XGM8	AT4G38240.2
Q9XGN1	AT5G24520.4
Q9XGR4	AT5G44090.1
Q9XGU0	AT2G44690.1
Q9XGW1	AT5G43810.4
Q9XGX0	AT5G66350.1
Q9XGX9	AT3G46560.1
Q9XGY4	AT5G50810.1
Q9XGZ0	AT5G25880.1
Q9XGZ2	AT5G25930.1
Q9XGZ3	AT5G25940.1
Q9XGZ8	AT5G25990.1
Q9XGZ9	AT5G26010.1
Q9XH06	AT5G26140.2
Q9XH18	AT4G07740.1
Q9XH28	AT4G07670.1
Q9XH48	AT1G61570.1
Q9XH75	AT5G52440.1
Q9XHV0	AT5G56110.1
Q9XHZ3	AT1G21840.2
Q9XHZ7	AT1G21790.1
Q9XHZ8	AT1G21780.2
Q9XI00	AT1G21760.1
Q9XI01	AT1G21750.1
Q9XI02	AT1G21740.1
Q9XI04	AT1G21722.1
Q9XI05	AT1G21720.1
Q9XI07	AT1G21700.1
Q9XI08	AT1G21695.1
Q9XI10	AT1G21680.1
Q9XI11	AT1G21670.1
Q9XI12	AT1G21660.1
Q9XI17	AT1G21620.1
Q9XI19	AT1G21600.2
Q9XI20	AT1G15490.1
Q9XI21	AT1G15480.1
